"Code","Dec","InvDec","Token","Message"
"00000659","-4294965671","1625","ERROR_INSTALL_PACKAGE_REJECTED","This installation is forbidden by system policy."
"0000065A","-4294965670","1626","ERROR_FUNCTION_NOT_CALLED","Function could not be executed."
"0000065B","-4294965669","1627","ERROR_FUNCTION_FAILED","Function failed during execution."
"0000065C","-4294965668","1628","ERROR_INVALID_TABLE","Invalid Parameter. Double-check the installer switches. "
"0000065D","-4294965667","1629","ERROR_DATATYPE_MISMATCH","Data supplied is of wrong type."
"0000065E","-4294965666","1630","ERROR_UNSUPPORTED_TYPE","Data of this type is not supported."
"0000065F","-4294965665","1631","ERROR_CREATE_FAILED","The Windows Installer service failed to start."
"00000660","-4294965664","1632","ERROR_INSTALL_TEMP_UNWRITABLE","The Temp folder is on a drive that is full or is inaccessible. Free up space on the drive or verify that you have write permission on the Temp folder."
"00000661","-4294965663","1633","ERROR_INSTALL_PLATFORM_UNSUPPORTED","This installation package is not supported by this processor type. Does this manifest have `Architecture: x86`? It might need to be `x64`."
"00000662","-4294965662","1634","ERROR_INSTALL_NOTUSED","Component not used on this computer."
"00000663","-4294965661","1635","ERROR_PATCH_PACKAGE_OPEN_FAILED","This update package could not be opened."
"00000664","-4294965660","1636","ERROR_PATCH_PACKAGE_INVALID","This update package could not be opened. Contact the application vendor to verify that this is a valid Windows Installer update package."
"00000665","-4294965659","1637","ERROR_PATCH_PACKAGE_UNSUPPORTED","This update package cannot be processed by the Windows Installer service. You must install a Windows service pack that contains a newer version of the Windows Installer service."
"00000666","-4294965658","1638","ERROR_PRODUCT_VERSION","Another version of this product is already installed. Does this package's `UpgradeBehavior` need to be modified?"
"00000667","-4294965657","1639","ERROR_INVALID_COMMAND_LINE","Invalid command line argument. Double-check the installer switches. "
"00000668","-4294965656","1640","ERROR_INSTALL_REMOTE_DISALLOWED","Only administrators have permission to add"
"00000669","-4294965655","1641","ERROR_SUCCESS_REBOOT_INITIATED","The requested operation completed successfully. The system will be restarted so the changes can take effect."
"0000066A","-4294965654","1642","ERROR_PATCH_TARGET_NOT_FOUND","The upgrade cannot be installed by the Windows Installer service because the program to be upgraded may be missing"
"0000066B","-4294965653","1643","ERROR_PATCH_PACKAGE_REJECTED","The update package is not permitted by software restriction policy."
"0000066C","-4294965652","1644","ERROR_INSTALL_TRANSFORM_REJECTED","One or more customizations are not permitted by software restriction policy."
"0000066D","-4294965651","1645","ERROR_INSTALL_REMOTE_PROHIBITED","The Windows Installer does not permit installation from a Remote Desktop Connection."
"0000066E","-4294965650","1646","ERROR_PATCH_REMOVAL_UNSUPPORTED","Uninstallation of the update package is not supported."
"0000066F","-4294965649","1647","ERROR_UNKNOWN_PATCH","The update is not applied to this product."
"00000670","-4294965648","1648","ERROR_PATCH_NO_SEQUENCE","No valid sequence could be found for the set of updates."
"00000671","-4294965647","1649","ERROR_PATCH_REMOVAL_DISALLOWED","Update removal was disallowed by policy."
"00000672","-4294965646","1650","ERROR_INVALID_PATCH_XML","The XML update data is invalid."
"00000673","-4294965645","1651","ERROR_PATCH_MANAGED_ADVERTISED_PRODUCT","Windows Installer does not permit updating of managed advertised products. At least one feature of the product must be installed before applying the update."
"00000674","-4294965644","1652","ERROR_INSTALL_SERVICE_SAFEBOOT","The Windows Installer service is not accessible in Safe Mode. Please try again when your computer is not in Safe Mode or you can use System Restore to return your machine to a previous good state."
"00000675","-4294965643","1653","ERROR_FAIL_FAST_EXCEPTION","A fail fast exception occurred. Exception handlers will not be invoked and the process will be terminated immediately."
"00000676","-4294965642","1654","ERROR_INSTALL_REJECTED","The app that you are trying to run is not supported on this version of Windows. Does this manifest have `Architecture: x86`? It might need to be `x64`."
"000006D9","-4294965543","1753","EPT_S_Not_Registered","There are no more endpoints available from the endpoint mapper."
"000006F6","-4294965514","1782","RPC_X_BYTE_Count_TOO_Small","The byte count is too small"
"00000963","-4294964893","2403","NERR_BADPasswordCore","This share name or password is invalid"
"00000BC2","-4294964286","3010","Error_Success_Reboot_Required","Install successful but system restart may be required. Should this be add as an `InstallerSuccessCode` or similar?"
"00000C0B","-4294964213","3083","NULL",""
"00000CC4","-4294964028","3268","NULL",""
"00000D47","-4294963897","3399","NULL",""
"00000E5C","-4294963620","3676","NULL",""
"00000E74","-4294963596","3700","NULL",""
"0000109F","-4294963041","4255","NULL",""
"00001112","-4294962926","4370","Error_No_Media_In_Drive","No media in drive"
"0000117A","-4294962822","4474","NULL",""
"00001190","-4294962800","4496","Error_Shutdown_IS_Scheduled","A system shutdown has already been scheduled"
"00001234","-4294962636","4660","Error_Port_Unreachable","No Service is operating at the destination network endpoint on the remote system"
"00001396","-4294962282","5014","Error_Wrong_Target_Name","Logon failure: The target account name is incorrect."
"000013D7","-4294962217","5079","Error_Cluster_restype_Note_Supported","The specified node does not support a resource of this type. This amy be due to version inconsistancies or due to the absence of the resource DLL on this node."
"00001449","-4294962103","5193","Error_Invalid_Showwin_Command","Cannot show or remove the window in the way specified"
"00001633","-4294961613","5683","NULL",""
"000017C7","-4294961209","6087","NULL",""
"000017D2","-4294961198","6098","NULL",""
"000018BE","-4294960962","6334","NULL",""
"00001AD4","-4294960428","6868","NULL",""
"00001ADA","-4294960422","6874","NULL",""
"00001C70","-4294960016","7280","NULL",""
"00001CE8","-4294959896","7400","NULL",""
"00001D7A","-4294959750","7546","NULL",""
"00001F1D","-4294959331","7965","NULL",""
"00001F59","-4294959271","8025","NULL",""
"00002075","-4294958987","8309","NULL",""
"0000229A","-4294958438","8858","NULL",""
"000022CA","-4294958390","8906","NULL",""
"0000230B","-4294958325","8971","NULL",""
"00002685","-4294957435","9861","NULL",""
"000028A5","-4294956891","10405","NULL",""
"00002ABF","-4294956353","10943","NULL",""
"00002BBE","-4294956098","11198","NULL",""
"00002D49","-4294955703","11593","NULL",""
"00002DA4","-4294955612","11684","NULL",""
"00002DDC","-4294955556","11740","NULL",""
"00002EBD","-4294955331","11965","NULL",""
"00002ED7","-4294955305","11991","NULL",""
"000032D8","-4294954280","13016","NULL",""
"000035DD","-4294953507","13789","NULL",""
"000036F8","-4294953224","14072","NULL",""
"000037A1","-4294953055","14241","NULL",""
"000037FA","-4294952966","14330","NULL",""
"0000384E","-4294952882","14414","NULL",""
"000038F5","-4294952715","14581","NULL",""
"0000399D","-4294952547","14749","NULL",""
"00003A5C","-4294952356","14940","NULL",""
"00003D16","-4294951658","15638","NULL",""
"00003E44","-4294951356","15940","NULL",""
"00004016","-4294950890","16406","NULL",""
"000040CF","-4294950705","16591","NULL",""
"00004146","-4294950586","16710","NULL",""
"000041F4","-4294950412","16884","NULL",""
"0000433D","-4294950083","17213","NULL",""
"000043F9","-4294949895","17401","NULL",""
"000044CC","-4294949684","17612","NULL",""
"0000471E","-4294949090","18206","NULL",""
"00004808","-4294948856","18440","NULL",""
"00004910","-4294948592","18704","NULL",""
"00004966","-4294948506","18790","NULL",""
"00004A65","-4294948251","19045","NULL",""
"00004BF9","-4294947847","19449","NULL",""
"00004CC2","-4294947646","19650","NULL",""
"00004D2D","-4294947539","19757","NULL",""
"00004DB8","-4294947400","19896","NULL",""
"00004E90","-4294947184","20112","NULL",""
"00004FA2","-4294946910","20386","NULL",""
"00005112","-4294946542","20754","NULL",""
"000051CF","-4294946353","20943","NULL",""
"00005249","-4294946231","21065","NULL",""
"00005299","-4294946151","21145","NULL",""
"0000530C","-4294946036","21260","NULL",""
"000053C4","-4294945852","21444","NULL",""
"00005492","-4294945646","21650","NULL",""
"00005542","-4294945470","21826","NULL",""
"0000556E","-4294945426","21870","NULL",""
"000055BC","-4294945348","21948","NULL",""
"00005636","-4294945226","22070","NULL",""
"00005812","-4294944750","22546","NULL",""
"00005844","-4294944700","22596","NULL",""
"000058F7","-4294944521","22775","NULL",""
"00005A6A","-4294944150","23146","NULL",""
"00005AA5","-4294944091","23205","NULL",""
"00005C0E","-4294943730","23566","NULL",""
"00005FE9","-4294942743","24553","NULL",""
"00006056","-4294942634","24662","NULL",""
"0000626E","-4294942098","25198","NULL",""
"000062B6","-4294942026","25270","NULL",""
"0000651F","-4294941409","25887","NULL",""
"000065AA","-4294941270","26026","NULL",""
"000065BA","-4294941254","26042","NULL",""
"00006F50","-4294938800","28496","NULL",""
"00007052","-4294938542","28754","NULL",""
"00007190","-4294938224","29072","NULL",""
"00007617","-4294937065","30231","NULL",""
"00007747","-4294936761","30535","NULL",""
"00007865","-4294936475","30821","NULL",""
"00007B86","-4294935674","31622","NULL",""
"00007C12","-4294935534","31762","NULL",""
"00007C78","-4294935432","31864","NULL",""
"00007CE1","-4294935327","31969","NULL",""
"00007D12","-4294935278","32018","NULL",""
"00007DFF","-4294935041","32255","NULL",""
"00007EC9","-4294934839","32457","NULL",""
"00007F83","-4294934653","32643","NULL",""
"00007FCC","-4294934580","32716","NULL",""
"0000F06A","-4294905750","61546","NULL",""
"0000F06B","-4294905749","61547","NULL",""
"0000F0DA","-4294905638","61658","NULL",""
"00240001","-4292607999","2359297","WU_S_SERVICE_STOP","Service stopped"
"00240002","-4292607998","2359298","WU_S_SELFUPDATE","Agent selfupdates"
"00240003","-4292607997","2359299","WU_S_UPDATE_ERROR","Overall operation completed but error occurred while processing one or more specified updates."
"00240004","-4292607996","2359300","WU_S_MARKED_FOR_DISCONNECT","The caller attempted to disconnect an operation but the operation is busy calling back so the callback is marked for disconnect later"
"00240005","-4292607995","2359301","WU_S_REBOOT_REQUIRED","The system needs to be rebooted to complete installation."
"00240006","-4292607994","2359302","SUS_S_ALREADY_INSTALLED","The update to be installed is already installed"
"00240007","-4292607993","2359303","WU_S_ALREADY_UNINSTALLED","The update to be uninstalled is already not installed."
"00240008","-4292607992","2359304","WU_S_ALREADY_DOWNLOADED","The update to be downloaded is already downloaded"
"80000007","-2147483641","2147483655","E_ABORT",""
"80004001","-2147467263","2147500033","E_NOTIMPL",""
"80004002","-2147467262","2147500034","E_Nointerface",""
"80004003","-2147467261","2147500035","E_Pointer","Invalid pointer"
"80004004","-2147467260","2147500036","E_ABORT","Operation Aborted"
"80004005","-2147467259","2147500037","E_Fail","Resource missing"
"80004015","-2147467243","2147500053","CO_E_WRONG_SERVER_IDENTITY",""
"80008083","-2147450749","2147516547","","Missing dependency on `Microsoft.DotNet.DesktopRuntime.8`."
"8000FFFF","-2147418113","2147549183","E_UNEXPECTED",""
"80010100","-2147417856","2147549440","RPC_E_SYS_CALL_FAILED",""
"80010105","-2147417851","2147549445","RPC_E_Serverfault",""
"80010108","-2147417848","2147549448","RPC_E_Disconnected",""
"8004005","134234117","-4160733179","","Resource missing"
"80040154","-2147221164","2147746132","REGDB_E_CLASSNOTREG",""
"800401F3","-2147221005","2147746291","CO_E_Classstring",""
"800401FD","-2147220995","2147746301","CO_E_Objnotconnected","Object is not connected to server"
"80040206","-2147220986","2147746310","EVENT_E_INTERNALERROR","There will be event messages in Application/System log regarding the errors."
"80070001","-2147024895","2147942401","ERROR_INVALID_FUNCTION","Windows cannot install required files."
"80070002","-2147024894","2147942402","ERROR_FILE_NOT_FOUND","The System cannot find the file specified"
"80070003","-2147024893","2147942403","COR_E_DIRECTORYNOTFOUND","The specified path couldn't be found - ALLUSERSPROFILE Microsoft network dir doesn't exist"
"80070005","-2147024891","2147942405","ERROR_ACCESS_DENIED","The authentication method is not supported."
"80070006","-2147024890","2147942406","E_Handle","Handle not valid error"
"80070008","-2147024888","2147942408","ERROR_NOT_ENOUGH_MEMORY","The system is out of memory."
"8007000B","-2147024885","2147942411","COR_E_BADIMAGEFORMAT","The format of the DLL or executable being loaded is invalid"
"8007000D","-2147024883","2147942413","Error_invalid_data",""
"8007000E","-2147024882","2147942414","E_OUTOFMEMORY",""
"80070017","-2147024873","2147942423","ERROR_CRC","Data error (cyclic redundancy check)."
"8007001F","-2147024865","2147942431","ERROR_GEN_FAILURE","A device attached to the system is not functioning"
"80070020","-2147024864","2147942432","STIERR_SHARING_VIOLATION","The process cannot access the file because it is being used by another process"
"8007003","-4160720893","134246403","","The request is not supported."
"80070032","-2147024846","2147942450","ERROR_NOT_SUPPORTED",""
"80070050","-2147024816","2147942480","ERROR_FILE_EXISTS",""
"80070052","-2147024814","2147942482","ERROR_CANNOT_MAKE","The directory or file cannot be created"
"80070057","-2147024809","2147942487","ERROR_INVALID_PARAMETER - E_INVALIDARG","One or more arguments are not valid error - Invalid proxy server name was specified in the user-IE settings and hence WinhttpSetProxySettings call fails with E_INVALIDARG error. "
"80070070","-2147024784","2147942512","ERROR_DISK_FULL","There is not enough space on the disk"
"8007007A","-2147024774","2147942522","ERROR_INSUFFICIENT_BUFFER",""
"8007007B","-2147024773","2147942523","STIERR_INVALID_DEVICE_NAME",""
"8007007E","-2147024770","2147942526","ERROR_MOD_NOT_FOUND","The specified module could not be found."
"8007007F","-2147024769","2147942527","ERROR_PROC_NOT_FOUND","The specified procedure could not be found."
"80070080","-2147024768","2147942528","ERROR_WAIT_NO_CHILDREN","There are no child processes to wait for"
"800700A1","-2147024735","2147942561","ERROR_BAD_PATHNAME",""
"800700B6","-2147024714","2147942582","ERROR_INVALID_ORDINAL",""
"800700C1","-2147024703","2147942593","ERROR_BAD_EXE_FORMAT","is not a valid Win32 application"
"800700D8","-2147024680","2147942616","","This version of this application is not compatible with the version of Windows you're running. Check your computer's system information and then contact the software publisher. (Should this have `Architecture: x64`?)"
"800700E7","-2147024665","2147942631","Error_Pipe_Busy","All pipe instances are busy"
"80070103","-2147024637","2147942659","ERROR_NO_MORE_ITEMS:",""
"8007010B","-2147024629","2147942667","ERROR_DIRECTORY","The directory name is invalid"
"8007012E","-2147024594","2147942702","Error_Disk_Too_Fragmented",""
"800701E7","-2147024409","2147942887","Error_Invalid_Address",""
"800703E3","-2147023901","2147943395","Error_Operation_Aborted","The I/O operation has been aborted because of either a thread exit or an application request"
"800703E5","-2147023899","2147943397","ERROR_IO_PENDING",""
"800703E6","-2147023898","2147943398","Error_Noaccess to memory location","Invalid access to memory location"
"800703E7","-2147023897","2147943399","Error_Swaperror","Error performing inpage operation"
"800703EB","-2147023893","2147943403","Error_Can_Not_Complete","Cannot complete this function"
"800703ED","-2147023891","2147943405","ERROR_UNRECOGNIZED_VOLUME","The volume does not contain a recognized file system"
"800703F0","-2147023888","2147943408","ERROR_NO_TOKEN","An attempt was made to reference a token that does not exist"
"8007041D","-2147023843","2147943453","ERROR_SERVICE_REQUEST_TIMEOUT","The service did not respond to the start or control request in a timely fashion"
"8007041E","-2147023842","2147943454","Error_Service_No_Thread","A thread could not be created for this service"
"8007041F","-2147023841","2147943455","ERROR_SERVICE_DATABASE_LOCKED","The service database is locked"
"80070422","-2147023838","2147943458","ERROR_SERVICE_DISABLED","The service cannot be started."
"80070424","-2147023836","2147943460","ERROR_SERVICE_DOES_NOT_EXIST","The specified service does not exist as an installed service."
"80070426","-2147023834","2147943462","ERROR_SERVICE_NOT_ACTIVE","The service has not been started"
"8007042B","-2147023829","2147943467","ERROR_PROCESS_ABORTED",""
"8007042C","-2147023828","2147943468","Error_Service_Dependency_Fail",""
"80070433","-2147023821","2147943475","ERROR_SERVICE_DEPENDENCY_DELETED",""
"80070437","-2147023817","2147943479","Error_Different_Service_Account",""
"8007043B","-2147023813","2147943483","ERROR_SERVICE_NOT_IN_EXE","The executable program that this service is configured to run does not implement the service. netsvcs registry value in HKLM\Software\Microsoft\WindowsNT\CurrentVersion\Svchost registry key should contain the service names that can be run in that service host. On XP and Windows 2003"
"8007045A","-2147023782","2147943514","ERROR_DLL_INIT_FAILED",""
"8007045B","-2147023781","2147943515","ERROR_SHUTDOWN_IN_PROGRESS",""
"80070490","-2147023728","2147943568","E_PROP_ID_UNSUPPORTED","Permission denied / [Problem initializing or using session variables] or Element not found"
"800704C7","-2147023673","2147943623","ERROR_CANCELLED","Cancelled by user"
"800704DD","-2147023651","2147943645","Error_Not_Logged_On to network",""
"80070502","-2147023614","2147943682","Error_Stack_Buffer_Overrun","The system detected an overrun of a stack-based buffer in this application"
"80070570","-2147023504","2147943792","ERROR_FILE_CORRUPT",""
"8007057F","-2147023489","2147943807","Error_Cannot_Find_WND_Class","Cannot find windows class"
"8007058D","-2147023475","2147943821","Error_Control_ID_Not_Found",""
"800705AA","-2147023446","2147943850","ERROR_NO_SYSTEM_RESOURCE","Insufficient system resources exist to complete the requested service"
"800705AD","-2147023443","2147943853","Error_Working_Set_Quota","Insufficient quota to complete the requested service"
"800705AF","-2147023441","2147943855","ERROR_COMMITMENT_LIMIT","The paging file is too small for this operation to complete"
"800705B4","-2147023436","2147943860","Error_Timeout",""
"80070643","-2147023293","2147944003","ERROR_INSTALL_FAILURE",""
"80070652","-2147023278","2147944018","ERROR_INSTALL_ALREADY_RUNNING ErrorClientUpdateInProgress",""
"80070661","-2147023263","2147944033","ERROR_INSTALL_PLATFORM_UNSUPPORTED","This installation package is not supported by this processor type. Does this manifest have `Architecture: x86`? It might need to be `x64`."
"8007066A","-2147023254","2147944042","Error_Patch_Target_Not_Found","The program to be upgraded may be missing or the patch may upgrade a different version of the program"
"800706A6","-2147023194","2147944102","RPC_S_Invalid_Binding","Terminal Services optional component is installed on the machine"
"800706B5","-2147023179","2147944117","RPC_S_Unknown_IF","Eventlog service is not running."
"800706BA","-2147023174","2147944122","RPC_S_SERVER_UNAVAILABLE",""
"800706BB","-2147023173","2147944123","RPC_S_SERVER_TOO_BUSY","The RPC server is too busy to complete this operation"
"800706BE","-2147023170","2147944126","RPC_S_CALL_FAILED",""
"800706BF","-2147023169","2147944127","PRC_S_Call_Failed_DNE",""
"800706C6","-2147023162","2147944134","RPC_S_Invalid_Bound","The array bounds are invalid"
"800706F7","-2147023113","2147944183","RPC_X_Bad_Stub_Data","This can occur after a control selfupdate that has not fully completed and requires a reboot. The controls may need to be reregistered."
"80070704","-2147023100","2147944196","Error_Unknown_Port",""
"80070BC2","-2147021886","2147945410","ErrorControlRebootRequired",""
"8007276B","-2147014805","2147952491","WSASYSNOTREADY","The description of WSASYSNOTREADY says WSAStartup cannot function at this time because the underlying system it uses to provide network services is currently unavailable. It seems that something is wrong with networking components on the system."
"8007277B","-2147014789","2147952507","WSASYSCALLFAILURE","A system call that should never fail has failed"
"80072AF9","-2147013895","2147953401","WSAHOST_NOT_FOUND",""
"80072AFC","-2147013892","2147953404","WSANO_DATA",""
"80072EE2","-2147012894","2147954402","ERROR_INTERNET_TIMEOUT","The request has timed out."
"80072EE4","-2147012892","2147954404","ERROR_INTERNET_INTERNAL_ERROR","An internal error has occurred."
"80072EE5","-2147012891","2147954405","Error_Internet_Invalid_URL",""
"80072EE6","-2147012890","2147954406","ERROR_INTERNET_UNRECOGNIZED_SCHEME","The URL scheme could not be recognized or is not supported."
"80072EE7","-2147012889","2147954407","ERROR_INTERNET_NAME_NOT_RESOLVED","The server name or address could not be resolved."
"80072EEF","-2147012881","2147954415","ERROR_INTERNET_LOGIN_FAILURE",""
"80072EF1","-2147012879","2147954417","ERROR_INTERNET_OPERATION_CANCELLED",""
"80072EF2","-2147012878","2147954418","Error_Internet_Incorrect_handle_type",""
"80072EF3","-2147012877","2147954419","Error_Internet_Incorrect_Handle_State",""
"80072EFD","-2147012867","2147954429","ERROR_INTERNET_CANNOT_CONNECT","The attempt to connect to the server failed. The operation timed out. Network or Firewall Error."
"80072EFE","-2147012866","2147954430","ERROR_INTERNET_CONNECTION_ABORTED","The connection with the server has been terminated."
"80072F0C","-2147012852","2147954444","Error_Internet_Client_Auth_Cert_Needed",""
"80072F0D","-2147012851","2147954445","ERROR_INTERNET_INVALID_CA",""
"80072F76","-2147012746","2147954550","ERROR_HTTP_HEADER_NOT_FOUND","Network or Firewall Error. The requested header could not be located."
"80072F78","-2147012744","2147954552","ERROR_HTTP_INVALID_SERVER_RESPONSE","The server response could not be parsed."
"80072F7C","-2147012740","2147954556","ERROR_HTTP_REDIRECT_FAILED",""
"80072F83","-2147012733","2147954563","ERROR_INTERNET_DISCONNECTED",""
"80072F8C","-2147012724","2147954572","ERROR_INTERNET_NOT_INITIALIZED",""
"80072F8F","-2147012721","2147954575","ERROR_INTERNET_SECURE_FAILURE ErrorClockWrong","One or more errors were found in the Secure Sockets Layer (SSL) certificate sent by the server."
"800736B1","-2147010895","2147956401","Error_SXS_Cant_gen_Actctx","This application has failed to start because the application configuration is incorrect."
"80073CF3","2147958003","-2147009293","","Error Installing Dependency - Windows cannot install this package because it depends on a framework (version) that could not be found."
"8007F001","-2146963455","2148003841","STATUS_FAILED_LANGUAGE_TYPE","Setup cannot update your files because the language\installed on your system is different from the update language."
"8007F002","-2146963454","2148003842","STATUS_CHECKED_FREE_MISMATCH","Setup cannot update a checked (debug) system with a free (retail) version of "
"8007F003","-2146963453","2148003843","STATUS_NOT_ENOUGH_SPACE","There is not enough disk space on to install . Setup requires a minimum of d additional megabytes of free space or if you also want to archive the files for uninstall"
"8007F004","-2146963452","2148003844","STATUS_INSUFFICIENT_PRIVS","You do not have permission to update . Please contact your system administrator."
"8007F007","-2146963449","2148003847","STATUS_CANT_FIND_INF","Setup could not find the update.inf file needed to update your system."
"8007F008","-2146963448","2148003848","STATUS_UPDATE_SUCCESSFUL","has been updated. Remove any disks from the floppy disk drives and choose OK to restart your computer. If you change or add any components to your system"
"8007F009","-2146963447","2148003849","STATUS_UPDATE_UNSUCCESSFUL","installation did not complete."
"8007F00A","-2146963446","2148003850","STATUS_SHUTDOWN_UNSUCCESSFUL","Setup was unable to shutdown system. Please shutdown your system manually."
"8007F00B","-2146963445","2148003851","STATUS_FILE_NOT_FOUND_IN_SETUP_LOG","Could not locate entry for HAL.DLL in SETUP.LOG to determine type of HAL to update."
"8007F00C","-2146963444","2148003852","STATUS_INVALID_INF_FILE","The file is not correct."
"8007F00D","-2146963443","2148003853","STATUS_USER_CANCELLED","Setup canceled."
"8007F00E","-2146963442","2148003854","STATUS_PLATFORM_MISMATCH","This is for a different hardware platform."
"8007F00F","-2146963441","2148003855","STR_CAPTION","Setup"
"8007F010","-2146963440","2148003856","STR_WARNCAPTION","Setup Warning"
"8007F011","-2146963439","2148003857","STR_ERRCAPTION","Setup Error"
"8007F012","-2146963438","2148003858","STR_FAILED_TO_DELETE_OR_RENAME","The file is open or in use by another application. Close all other applications and then click Retry."
"8007F013","-2146963437","2148003859","STR_FAILED_TO_SAVE_REGISTRY","Setup could not backup registry key to file"
"8007F014","-2146963436","2148003860","STR_FAILED_TO_READ_REGISTRY","Setup could not backup registry value"
"8007F015","-2146963435","2148003861","STR_ASK_DIRTY_UNINSTALL","Select 'OK' to undo the changes that have been made"
"8007F016","-2146963434","2148003862","STR_LEAVING_DIRTY","has been partially updated and may not work properly."
"8007F017","-2146963433","2148003863","STR_ARE_YOU_SURE_CANCEL","Are you sure you want to cancel?"
"8007F018","-2146963432","2148003864","STR_SOURCE_MEDIA_NAME_UNINSTALL","Uninstall Directory"
"8007F019","-2146963431","2148003865","STR_SOURCE_MEDIA_NAME","Uninstall Directory"
"8007F01A","-2146963430","2148003866","STR_SOURCE_MEDIA_NAME_SYSTEM","System Files"
"8007F01B","-2146963429","2148003867","STR_INST_HOTFIX","Setup found hotfixes on your system. Would you like to install these hotfixes now?"
"8007F01C","-2146963428","2148003868","STR_UNINST_ALREADY_CREATED","You have already created an Uninstall directory. Doing this again will overwrite your current uninstall directory. Are you sure you want to do this?"
"8007F01D","-2146963427","2148003869","STR_OEM_FILE","Your computer vendor installed this file on your computer. Do you want Setup to replace this file?"
"8007F01E","-2146963426","2148003870","STR_CATALOG_INSTALL_FAILED","Failed to install catalog files."
"8007F01F","-2146963425","2148003871","STR_ADD_REGISTRY_FAILED","Failed to add registry entry."
"8007F020","-2146963424","2148003872","STATUS_BUILD_VERSION_MISMATCH","Setup has detected that the build version of the system installed does not match the update you are applying to it. You can only install this update only on Build %d ."
"8007F021","-2146963423","2148003873","STATUS_SP_VERSION_GREATER","The version of Windows you have installed does not match the update you are trying to install."
"8007F022","-2146963422","2148003874","STATUS_CANT_SPAWN_HOTFIX","Setup could not start the hotfix installation program."
"8007F023","-2146963421","2148003875","STATUS_CANT_FIND_TAG","Setup could not locate the files."
"8007F024","-2146963420","2148003876","STATUS_OVERWRITE_UNINSTALL","WARNING: You have chosen to overwrite your existing uninstall: If you continue"
"8007F026","-2146963418","2148003878","STATUS_WININET_LOAD_FAILED","This Web-based update requires Internet Explorer 3.0 or later. For instructions on how to download a version of this update that does not require a Web connection during installation"
